version	min	1%	5%	10%	25%	50%	75%	90%	95%	99%	max
android-1.6_r1.2	0	0	0	0	0,142857142857143	0,933333333333333	1,5	2,33333333333333	3	5	12
android-1.6_r1.5	0	0	0	0	0,142857142857143	0,933333333333333	1,5	2,33333333333333	3	5	12
android-2.0_r1	0	0	0	0	0,111111111111111	0,941176470588235	1,5	2,33333333333333	3	4,95540540540538	12
android-2.1_r2.1p2	0	0	0	0	0,13125	0,956521739130435	1,5	2,33333333333333	3	4,91229729729728	12
android-2.2_r1	0	0	0	0	0,1	1	1,63636363636364	2,80739726027398	3,66666666666667	6,70749999999998	20
android-2.2.3_r2	0	0	0	0	0,1	1	1,6320909517112	2,80246575342466	3,66666666666667	6,70250000000003	20
android-2.3_r1	0	0	0	0	0	0,875	1,67391304347826	3	4	6,33333333333333	20
android-2.3.7_r1	0	0	0	0	0	0,881176470588235	1,68870192307692	3	4	6,33333333333333	20
android-4.0.1_r1	0	0	0	0	0	1	1,69014084507042	3	4	7	20
android-4.0.4_r2.1	0	0	0	0	0	0,958333333333333	1,66666666666667	3	4	7	20
