version	min	1%	5%	10%	25%	50%	75%	90%	95%	99%	max
android-1.6_r1.2	0	0	0	0	2	10	31	79	133,8	357,480000000003	2858
android-1.6_r1.5	0	0	0	0	2	10	31	79	133,8	357,480000000003	2858
android-2.0_r1	0	0	0	0	2	10	31	79	131,5	350	2902
android-2.1_r2.1p2	0	0	0	0	2	10	32	79	133,049999999999	352,869999999999	2923
android-2.2_r1	0	0	0	0	2	9	30	77,9000000000005	131,45	372,449999999999	2754
android-2.2.3_r2	0	0	0	0	2	9	30	78	131,15	372,150000000001	2754
android-2.3_r1	0	0	0	0	1	8	27	76	129	358	2347
android-2.3.7_r1	0	0	0	0	1	8	27	76	130	354,219999999999	2347
android-4.0.1_r1	0	0	0	0	1	7	28	82	140	388	2871
android-4.0.4_r2.1	0	0	0	0	1	7	28	81	141	391	2921
