version	min	1%	5%	10%	25%	50%	75%	90%	95%	99%	max
android-1.6_r1.2	0	0	0	0	2,33333333333333	5,57142857142857	11,5	21,5	30	65,8742857142858	312
android-1.6_r1.5	0	0	0	0	2,33333333333333	5,57142857142857	11,5	21,5	30	65,8742857142858	312
android-2.0_r1	0	0	0	0	2	5,55555555555556	11,5	21,8461538461538	30,1916666666666	67,8124999999999	390,5
android-2.1_r2.1p2	0	0	0	0	2	5,625	11,5	21,8571428571429	30,3366666666666	68,4017499999999	395
android-2.2_r1	0	0	0	0	1,75892857142857	5,8	12,8	26,5	44,2135714285714	156,66	1034
android-2.2.3_r2	0	0	0	0	1,76587301587301	5,81666666666666	12,8214285714286	26,5	44,1664285714285	156,62	1034
android-2.3_r1	0	0	0	0	1	5,8	13,6	30,1787878787879	55,3636363636363	164,773333333334	1034
android-2.3.7_r1	0	0	0	0	1	5,83333333333333	13,7064950980392	30	54,0590277777778	163,397272727272	1034
android-4.0.1_r1	0	0	0	0	1	5,85714285714286	14	31	54,3731481481482	162,418181818181	1034
android-4.0.4_r2.1	0	0	0	0	1	5,85714285714286	14	31	53,9791666666667	162	1034
